"","original.DOI","recent.DOI"
"1149","doi:10.5065/D6862DF1","doi:10.5065/D6862DF1"
"1150","doi:10.5065/D68913VB","doi:10.5065/D68913VB"
"1151","doi:10.5065/D68S4MXD","doi:10.5065/D68S4MXD"
"1152","doi:10.5065/D68S4MZV","doi:10.5065/D68S4MZV"
"1153","doi:10.5065/D68S4N15","doi:10.5065/D68S4N15"
"1154","doi:10.5065/D68W3BFG","doi:10.5065/D68W3BFG"
"1155","doi:10.5065/D68W3BGX","doi:10.5065/D68W3BGX"
"1156","doi:10.5065/D68W3BHC","doi:10.5065/D68W3BHC"
"1157","doi:10.5065/D69021S6","doi:10.5065/D69021S6"
"1158","doi:10.5065/D69021V3","doi:10.5065/D69021V3"
"1159","doi:10.5065/D69021X0","doi:10.5065/D69021X0"
"1160","doi:10.5065/D6930R6J","doi:10.5065/D6930R6J"
"1161","doi:10.5065/D6930R9W","doi:10.5065/D6930R9W"
"1162","doi:10.5065/D6930RBB","doi:10.5065/D6930RBB"
"1163","doi:10.5065/D6959FM9","doi:10.5065/D6959FM9"
"1164","doi:10.5065/D6959FNR","doi:10.5065/D6959FNR"
"1165","doi:10.5065/D6959FQN","doi:10.5065/D6959FQN"
"1166","doi:10.5065/D6959FR3","doi:10.5065/D6959FR3"
"1167","doi:10.5065/D698854C","doi:10.5065/D698854C"
"1168","doi:10.5065/D69C6VGD","doi:10.5065/D69C6VGD"
"1169","doi:10.5065/D69C6VHV","doi:10.5065/D69C6VHV"
"1170","doi:10.5065/D69G5JWQ","doi:10.5065/D69G5JWQ"
"1171","doi:10.5065/D69G5JX5?","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"1172","doi:10.5065/D69K48BW","doi:10.5065/D69K48BW"
"1173","doi:10.5065/D69K48CB","doi:10.5065/D69K48CB"
"1174","doi:10.5065/D69P2ZRT","doi:10.5065/D69P2ZRT"
"1175","doi:10.5065/D69P2ZTQ","doi:10.5065/D69P2ZTQ"
"1176","doi:10.5065/D69W0CJD","doi:10.5065/D69W0CJD"
"1177","doi:10.5065/D69W0CKV","doi:10.5065/D69W0CKV"
"1178","doi:10.5065/D69W0CM9","doi:10.5065/D69W0CM9"
"1179","doi:10.5065/D69Z931G","doi:10.5065/D69Z931G"
"1180","doi:10.5065/D6B56GRP","doi:10.5065/D6B56GRP"
"1181","doi:10.5065/D6B56GV1","doi:10.5065/D6B56GV1"
"1182","doi:10.5065/D6BC3WHF","doi:10.18739/A2XD0QZ0X"
"1183","doi:10.5065/D6BC3WQ4","doi:10.5065/D6BC3WQ4"
"1184","doi:10.5065/D6BG2KW9","doi:10.18739/A2CZ3244X"
"1185","doi:10.5065/D6BG2M02","doi:10.5065/D6BG2M02"
"1186","doi:10.5065/D6BG2M3D","doi:10.5065/D6BG2M3D"
"1187","doi:10.5065/D6BP00S7","doi:10.5065/D6BP00S7"
"1188","doi:10.5065/D6BP00WK","doi:10.5065/D6BP00WK"
"1189","doi:10.5065/D6BR8Q9C","doi:10.5065/D6BR8Q9C"
"1190","doi:10.5065/D6BV7DQP","doi:10.5065/D6BV7DQP"
"1191","doi:10.5065/D6BZ643Z","doi:10.18739/A21N7XM8S"
"1192","doi:10.5065/D6C24TGR","doi:10.5065/D6C24TGR"
"1193","doi:10.5065/D6C24TJN","doi:10.5065/D6C24TJN"
"1194","doi:10.5065/D6C24TK3","doi:10.5065/D6C24TK3"
"1195","doi:10.5065/D6C53HVM","doi:10.5065/D6C53HVM"
"1196","doi:10.5065/D6C53HW2","doi:10.5065/D6C53HW2"
"1197","doi:10.5065/D6C53HXH","doi:10.18739/A2T14TP68"
"1198","doi:10.5065/D6C827D4","doi:10.5065/D6C827D4"
"1199","doi:10.5065/D6CC0XMC","doi:10.18739/A2KD1QK7N"
"1200","doi:10.5065/D6CC0XP8","doi:10.18739/A27S7HS7T"
"1201","doi:10.5065/D6CC0XSM","doi:10.5065/D6CC0XSM"
"1202","doi:10.5065/D6CC0XT2","urn:uuid:77653bf8-2993-4aae-8c0a-4f09df0f8d08"
"1203","doi:10.5065/D6CF9N8P","doi:10.5065/D6CF9N8P"
"1204","doi:10.5065/D6CJ8BNJ","doi:10.18739/A2SF2MC0X"
"1205","doi:10.5065/D6CN721T","doi:10.5065/D6CN721T"
"1206","doi:10.5065/D6CN7228","doi:10.5065/D6CN7228"
"1207","doi:10.5065/D6CR5RG6","doi:10.5065/D6CR5RG6"
"1208","doi:10.5065/D6CV4FQ8","doi:10.5065/D6CV4FQ8"
"1209","doi:10.5065/D6CV4FXZ","doi:10.18739/A2M61BQ8M"
"1210","doi:10.5065/D6D21VQG","doi:10.5065/D6D21VQG"
"1211","doi:10.5065/D6D50JZJ","doi:10.5065/D6D50JZJ"
"1212","doi:10.5065/D6D50K0D","doi:10.5065/D6D50K0D"
"1213","doi:10.5065/D6D798FM","doi:10.5065/D6D798FM"
"1214","doi:10.5065/D6D798JZ","doi:10.5065/D6D798JZ"
"1215","doi:10.5065/D6D798KD","doi:10.5065/D6D798KD"
"1216","doi:10.5065/D6DB7ZVJ","doi:10.5065/D6DB7ZVJ"
"1217","doi:10.5065/D6DF6PD2","doi:10.5065/D6DF6PD2"
"1218","doi:10.5065/D6DN4356","doi:10.5065/D6DN4356"
"1219","doi:10.5065/D6DR2SMK","doi:10.5065/D6DR2SMK"
"1220","doi:10.5065/D6DV1GVN","doi:10.5065/D6DV1GVN"
"1221","doi:10.5065/D6DV1H19","doi:10.5065/D6DV1H19"
"1222","doi:10.5065/D6DZ06D5","doi:10.5065/D6DZ06D5"
"1223","doi:10.5065/D6DZ06FM","doi:10.5065/D6DZ06FM"
"1224","doi:10.5065/D6F18WQH","doi:10.5065/D6F18WQH"
"1225","doi:10.5065/D6F18WRZ","doi:10.5065/D6F18WRZ"
"1226","doi:10.5065/D6F18WTV","doi:10.5065/D6F18WTV"
"1227","doi:10.5065/D6F18WV9","doi:10.5065/D6F18WV9"
"1228","doi:10.5065/D6F47M5P","doi:10.5065/D6F47M5P"
"1229","doi:10.5065/D6F47M9G","doi:10.5065/D6F47M9G"
"1230","doi:10.5065/D6F769PB","doi:10.5065/D6F769PB"
"1231","doi:10.5065/D6FB50ZV","doi:10.5065/D6FB50ZV"
"1232","doi:10.5065/D6FJ2DWV","doi:10.5065/D6FJ2DWV"
"1233","doi:10.5065/D6FN149K","doi:10.5065/D6FN149K"
"1234","doi:10.5065/D6FQ9TN2","doi:10.5065/D6FQ9TN2"
"1235","doi:10.5065/D6FQ9TQZ","doi:10.5065/D6FQ9TQZ"
"1236","doi:10.5065/D6FQ9TRD","doi:10.5065/D6FQ9TRD"
"1237","doi:10.5065/D6FQ9TSV","doi:10.5065/D6FQ9TSV"
"1238","doi:10.5065/D6FT8J2S","doi:10.5065/D6FT8J2S"
"1239","doi:10.5065/D6FT8J37","doi:10.5065/D6FT8J37"
"1240","doi:10.5065/D6FT8J4P","doi:10.5065/D6FT8J4P"
"1241","doi:10.5065/D6FT8J54","doi:10.18739/A25M6275K"
"1242","doi:10.5065/D6G15Z03","doi:10.5065/D6G15Z03"
"1243","doi:10.5065/D6G15Z1J","doi:10.5065/D6G15Z1J"
"1244","doi:10.5065/D6G44N6Q","doi:10.18739/A2MT1D"
"1245","doi:10.5065/D6G44N8M","doi:10.18739/A2SN0146Z"
"1246","doi:10.5065/D6G44N92","doi:10.5065/D6G44N92"
"1247","doi:10.5065/D6G44NCZ","doi:10.5065/D6G44NCZ"
"1248","doi:10.5065/D6G44NFV","doi:10.5065/D6G44NFV"
"1249","doi:10.5065/D6G73BTQ","doi:10.5065/D6G73BTQ"
"1250","doi:10.5065/D6GB223N","doi:10.5065/D6GB223N"
"1251","doi:10.5065/D6GB227F","doi:10.5065/D6GB227F"
"1252","doi:10.5065/D6GF0RNC","doi:10.5065/D6GF0RNC"
"1253","doi:10.5065/D6GF0RPT","doi:10.5065/D6GF0RPT"
"1254","doi:10.5065/D6GH9G30","doi:10.5065/D6GH9G30"
"1255","doi:10.5065/D6GQ6VX7","doi:10.5065/D6GQ6VX7"
"1256","doi:10.5065/D6GT5KBZ","doi:10.5065/D6GT5KBZ"
"1257","doi:10.5065/D6H1301H","doi:10.5065/D6H1301H"
"1258","doi:10.5065/D6H1303D","doi:10.18739/A26T0GV85"
"1259","doi:10.5065/D6H1306R","doi:10.5065/D6H1306R"
"1260","doi:10.5065/D6H41PFF","doi:10.18739/A2445HC76"
"1261","doi:10.5065/D6H70CVR","doi:10.18739/A23X83K85"
"1262","doi:10.5065/D6H9938X","doi:10.5065/D6H9938X"
"1263","doi:10.5065/D6H993BT","doi:10.5065/D6H993BT"
"1264","doi:10.5065/D6HD7SRR","doi:10.5065/D6HD7SRR"
"1265","doi:10.5065/D6HH6H24","doi:10.5065/D6HH6H24"
"1266","doi:10.5065/D6HH6H3K","doi:10.5065/D6HH6H3K"
"1267","doi:10.5065/D6HM56F0","doi:10.5065/D6HM56F0"
"1268","doi:10.5065/D6HQ3X21","doi:10.5065/D6HQ3X21"
"1269","doi:10.5065/D6HT2MGB","doi:10.5065/D6HT2MGB"
"1270","doi:10.5065/D6HX19PZ","doi:10.5065/D6HX19PZ"
"1271","doi:10.5065/D6HX19RV","doi:10.18739/A27W6758K"
"1272","doi:10.5065/D6HX19S9","doi:10.5065/D6HX19S9"
"1273","doi:10.5065/D6J1015W","doi:10.5065/D6J1015W"
"1274","doi:10.5065/D6J1016B","doi:10.5065/D6J1016B"
"1275","doi:10.5065/D6J10187","doi:10.5065/D6J10187"
"1276","doi:10.5065/D6J38QK8","doi:10.5065/D6J38QK8"
"1277","doi:10.5065/D6J67F1F","doi:10.5065/D6J67F1F"
"1278","doi:10.5065/D6J964FR","doi:10.5065/D6J964FR"
"1279","doi:10.5065/D6J964HN","doi:10.5065/D6J964HN"
"1280","doi:10.5065/D6JD4TVP","doi:10.5065/D6JD4TVP"
"1281","doi:10.5065/D6JH3J7Z","doi:10.5065/D6JH3J7Z"
"1282","doi:10.5065/D6JH3J7Z?","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"1283","doi:10.5065/D6JH3JB9","doi:10.5065/D6JH3JB9"
"1284","doi:10.5065/D6JM27Q5","doi:10.5065/D6JM27Q5"
"1285","doi:10.5065/D6JQ0Z15","doi:10.5065/D6JQ0Z15"
"1286","doi:10.5065/D6JQ0Z32","doi:10.5065/D6JQ0Z32"
"1287","doi:10.5065/D6JQ0Z4H","doi:10.18739/A28257"
"1288","doi:10.5065/D6JQ0Z5Z","doi:10.5065/D6JQ0Z5Z"
"1289","doi:10.5065/D6JS9NHT","doi:10.18739/A2CR5NC4S"
"1290","doi:10.5065/D6JW8C1W","doi:10.5065/D6JW8C1W"
"1291","doi:10.5065/D6K072D2","doi:10.5065/D6K072D2"
"1292","doi:10.5065/D6K35RP6","doi:10.5065/D6K35RP6"
"1293","doi:10.5065/D6K35RSJ","doi:10.5065/D6K35RSJ"
"1294","doi:10.5065/D6K35RT0","doi:10.5065/D6K35RT0"
"1295","doi:10.5065/D6K64G5T","doi:10.5065/D6K64G5T"
"1296","doi:10.5065/D6K64G7Q","doi:10.5065/D6K64G7Q"
"1297","doi:10.5065/D6K935MK","doi:10.5065/D6K935MK"
"1298","doi:10.5065/D6K935N1","doi:10.5065/D6K935N1"
"1299","doi:10.5065/D6KD1VWQ","doi:10.5065/D6KD1VWQ"
"1300","doi:10.5065/D6KD1W0G","doi:10.5065/D6KD1W0G"
"1301","doi:10.5065/D6KD1W1X","doi:10.5065/D6KD1W1X"
"1302","doi:10.5065/D6KD1W2C","doi:10.5065/D6KD1W2C"
"1303","doi:10.5065/D6KH0KF7","doi:10.5065/D6KH0KF7"
"1304","doi:10.5065/D6KK98S3","doi:10.5065/D6KK98S3"
"1305","doi:10.5065/D6KK98TJ","doi:10.5065/D6KK98TJ"
"1306","doi:10.5065/D6KP806T","doi:10.5065/D6KP806T"
"1307","doi:10.5065/D6KP8095","doi:10.5065/D6KP8095"
"1308","doi:10.5065/D6KS6PMR","doi:10.18739/A2XP6V369"
"1309","doi:10.5065/D6KS6PRJ","doi:10.5065/D6KS6PRJ"
"1310","doi:10.5065/D6KW5CXQ","doi:10.18739/A2SQ8QJ0F"
"1311","doi:10.5065/D6KW5D1G","doi:10.18739/A2280500M"
"1312","doi:10.5065/D6KW5D58","doi:10.5065/D6KW5D58"
"1313","doi:10.5065/D6KW5DDD","doi:10.5065/D6KW5DDD"
"1314","doi:10.5065/D6M043F3","doi:10.5065/D6M043F3"
"1315","doi:10.5065/D6M61HBN","doi:10.5065/D6M61HBN"
"1316","doi:10.5065/D6M61HF0","doi:10.5065/D6M61HF0"
"1317","doi:10.5065/D6M906NM","doi:10.5065/D6M906NM"
"1318","doi:10.5065/D6M906RZ","doi:10.5065/D6M906RZ"
"1319","doi:10.5065/D6M906SD?","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"1320","doi:10.5065/D6MG7MMH","doi:10.5065/D6MG7MMH"
"1321","doi:10.5065/D6MK69W1","doi:10.5065/D6MK69W1"
"1322","doi:10.5065/D6MS3QSK","doi:10.5065/D6MS3QSK"
"1323","doi:10.5065/D6MS3QWX","doi:10.5065/D6MS3QWX"
"1324","doi:10.5065/D6MW2F2H","doi:10.18739/A2D08X"
"1325","doi:10.5065/D6MW2F2H?","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"1326","doi:10.5065/D6MW2F86","doi:10.5065/D6MW2F86"
"1327","doi:10.5065/D6MW2F9N","doi:10.5065/D6MW2F9N"
"1328","doi:10.5065/D6N014HK","doi:10.5065/D6N014HK"
"1329","doi:10.5065/D6N014HK?","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"1330","doi:10.5065/D6N014NC","doi:10.5065/D6N014NC"
"1331","doi:10.5065/D6N29V1Q","doi:10.5065/D6N29V1Q"
"1332","doi:10.5065/D6N29V3M","doi:10.5065/D6N29V3M"
"1333","doi:10.5065/D6N29V42","doi:10.5065/D6N29V42"
"1334","doi:10.5065/D6N877ZP","doi:10.5065/D6N877ZP"
"1335","doi:10.5065/D6NC5Z94","doi:10.5065/D6NC5Z94"
"1336","doi:10.5065/D6NC5ZC1","doi:10.5065/D6NC5ZC1"
"1337","doi:10.5065/D6NG4NP0","doi:10.5065/D6NG4NP0"
"1338","doi:10.5065/D6NK3C1T","doi:10.5065/D6NK3C1T"
"1339","doi:10.5065/D6NK3C3Q","doi:10.5065/D6NK3C3Q"
"1340","doi:10.5065/D6NK3C5M","doi:10.5065/D6NK3C5M"
"1341","doi:10.5065/D6NK3C62","doi:10.5065/D6NK3C62"
"1342","doi:10.5065/D6NS0RXZ","doi:10.5065/D6NS0RXZ"
"1343","doi:10.5065/D6NS0S08","doi:10.5065/D6NS0S08"
"1344","doi:10.5065/D6NS0S1Q","doi:10.5065/D6NS0S1Q"
"1345","doi:10.5065/D6NV9G87","doi:10.5065/D6NV9G87"
"1346","doi:10.5065/D6NV9GCK","doi:10.5065/D6NV9GCK"
"1347","doi:10.5065/D6NV9GD1","doi:10.5065/D6NV9GD1"
"1348","doi:10.5065/D6NZ85N3","doi:10.5065/D6NZ85N3"
"1349","doi:10.5065/D6NZ85Q0","doi:10.5065/D6NZ85Q0"
"1350","doi:10.5065/D6NZ85SW","doi:10.5065/D6NZ85SW"
"1351","doi:10.5065/D6P26W70","doi:10.18739/A22R3NX2F"
"1352","doi:10.5065/D6P55KHH","doi:10.5065/D6P55KHH"
"1353","doi:10.5065/D6P55KJZ","doi:10.5065/D6P55KJZ"
"1354","doi:10.5065/D6P55KN9","doi:10.5065/D6P55KN9"
"1355","doi:10.5065/D6P84921","doi:10.5065/D6P84921"
"1356","doi:10.5065/D6PC30GB","doi:10.5065/D6PC30GB"
"1357","doi:10.5065/D6PG1PQ1","doi:10.5065/D6PG1PQ1"
"1358","doi:10.5065/D6PG1PTC","doi:10.5065/D6PG1PTC"
"1359","doi:10.5065/D6PG1PVT","doi:10.5065/D6PG1PVT"
"1360","doi:10.5065/D6PK0D73","doi:10.5065/D6PK0D73"
"1361","doi:10.5065/D6PN93MD","doi:10.5065/D6PN93MD"
"1362","doi:10.5065/D6PN93P9","doi:10.18739/A2DR40"
"1363","doi:10.5065/D6PR7T1R","doi:10.5065/D6PR7T1R"
"1364","doi:10.5065/D6PR7T43","doi:10.5065/D6PR7T43"
"1365","doi:10.5065/D6PV6HC5","doi:10.5065/D6PV6HC5"
"1366","doi:10.5065/D6PV6HHZ","doi:10.5065/D6PV6HHZ"
"1367","doi:10.5065/D6PZ56VC","doi:10.5065/D6PZ56VC"
"1368","doi:10.5065/D6PZ56X8","doi:10.5065/D6PZ56X8"
"1369","doi:10.5065/D6PZ570K","doi:10.5065/D6PZ570K"
"1370","doi:10.5065/D6Q81B5Z","doi:10.5065/D6Q81B5Z"
"1371","doi:10.5065/D6QC01HC","doi:10.5065/D6QC01HC"
"1372","doi:10.5065/D6QC01N5","doi:10.18739/A2FX73Z8T"
"1373","doi:10.5065/D6QF8R02","doi:10.5065/D6QF8R02"
"1374","doi:10.5065/D6QJ7FBG","doi:10.5065/D6QJ7FBG"
"1375","doi:10.5065/D6QJ7FDC","doi:10.5065/D6QJ7FDC"
"1376","doi:10.5065/D6QJ7FFT","doi:10.5065/D6QJ7FFT"
"1377","doi:10.5065/D6QJ7FHQ","doi:10.5065/D6QJ7FHQ"
"1378","doi:10.5065/D6QN64NF","doi:10.18739/A2NZ80Q5K"
"1379","doi:10.5065/D6QN64QB","doi:10.18739/A2NV99B28"
"1380","doi:10.5065/D6QR4V4P","doi:10.5065/D6QR4V4P"
"1381","doi:10.5065/D6QR4V8G","doi:10.5065/D6QR4V8G"
"1382","doi:10.5065/D6QV3JPS","doi:10.5065/D6QV3JPS"
"1383","doi:10.5065/D6QZ27Z9","doi:10.5065/D6QZ27Z9"
"1384","doi:10.5065/D6QZ2822","doi:10.5065/D6QZ2822"
"1385","doi:10.5065/D6QZ2822?","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"1386","doi:10.5065/D6R20ZCZ","doi:10.5065/D6R20ZCZ"
"1387","doi:10.5065/D6R20ZJ6","doi:10.5065/D6R20ZJ6"
"1388","doi:10.5065/D6R49NVM","doi:10.5065/D6R49NVM"
"1389","doi:10.5065/D6RB72N6","doi:10.5065/D6RB72N6"
"1390","doi:10.5065/D6RB72S0","doi:10.5065/D6RB72S0"
"1391","doi:10.5065/D6RF5S13","doi:10.5065/D6RF5S13"
"1392","doi:10.5065/D6RF5S5W","doi:10.5065/D6RF5S5W"
"1393","doi:10.5065/D6RJ4GFD","doi:10.5065/D6RJ4GFD"
"1394","doi:10.5065/D6RJ4GK6","doi:10.5065/D6RJ4GK6"
"1395","doi:10.5065/D6RN35Z2","doi:10.5065/D6RN35Z2"
"1396","doi:10.5065/D6RR1W9H","doi:10.5065/D6RR1W9H"
"1397","doi:10.5065/D6RR1WDV","doi:10.5065/D6RR1WDV"
"1398","doi:10.5065/D6RX995F","doi:10.5065/D6RX995F"
"1399","doi:10.5065/D6S180MH","doi:10.5065/D6S180MH"
"1400","doi:10.5065/D6S180NZ","doi:10.5065/D6S180NZ"
"1401","doi:10.5065/D6S180PD","doi:10.5065/D6S180PD"
"1402","doi:10.5065/D6S46Q0D","doi:10.5065/D6S46Q0D"
"1403","doi:10.5065/D6SB43SK","doi:10.5065/D6SB43SK"
"1404","doi:10.5065/D6SB43XC","doi:10.5065/D6SB43XC"
"1405","doi:10.5065/D6SF2T6X","doi:10.5065/D6SF2T6X"
"1406","doi:10.5065/D6SF2T8T","doi:10.5065/D6SF2T8T"
"1407","doi:10.5065/D6SF2TC5","doi:10.5065/D6SF2TC5"
"1408","doi:10.5065/D6SN071Z","doi:10.5065/D6SN071Z"
"1409","doi:10.5065/D6SQ8XK4","doi:10.5065/D6SQ8XK4"
"1410","doi:10.5065/D6SX6BCQ","doi:10.5065/D6SX6BCQ"
"1411","doi:10.5065/D6T151P0","doi:10.5065/D6T151P0"
"1412","doi:10.5065/D6T43R57","doi:10.5065/D6T43R57"
"1413","doi:10.5065/D6T43R6P","doi:10.5065/D6T43R6P"
"1414","doi:10.5065/D6TB1525","doi:10.5065/D6TB1525"
"1415","doi:10.5065/D6TD9VC6","doi:10.5065/D6TD9VC6"
"1416","doi:10.5065/D6TD9VGJ","doi:10.5065/D6TD9VGJ"
"1417","doi:10.5065/D6TH8JQM","doi:10.5065/D6TH8JQM"
"1418","doi:10.5065/D6TH8JQM, https://arcticdata.iodoi:10.5065/D65T3HHT","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"1419","doi:10.5065/D6TH8JSH","doi:10.5065/D6TH8JSH"
"1420","doi:10.5065/D6TQ5ZM5","doi:10.5065/D6TQ5ZM5"
"1421","doi:10.5065/D6TQ5ZNM","doi:10.5065/D6TQ5ZNM"
"1422","doi:10.5065/D6TQ5ZQH","doi:10.5065/D6TQ5ZQH"
"1423","doi:10.5065/D6V122SX","doi:10.5065/D6V122SX"
"1424","doi:10.5065/D6V69GKK","doi:10.5065/D6V69GKK"
"1425","doi:10.5065/D6V69GQC","doi:10.5065/D6V69GQC"
"1426","doi:10.5065/D6V98626","doi:10.18739/A2J38KH99"
"1427","doi:10.5065/D6V9865J","doi:10.5065/D6V9865J"
"1428","doi:10.5065/D6VD6WFP","doi:10.5065/D6VD6WFP"
"1429","doi:10.5065/D6VD6WG4","doi:10.5065/D6VD6WG4"
"1430","doi:10.5065/D6VD6WKG","doi:10.5065/D6VD6WKG"
"1431","doi:10.5065/D6VD6WMX","doi:10.5065/D6VD6WMX"
"1432","doi:10.5065/D6VM4995","doi:10.5065/D6VM4995"
"1433","doi:10.5065/D6VM49BM","doi:10.5065/D6VM49BM"
"1434","doi:10.5065/D6VM49FZ","doi:10.5065/D6VM49FZ"
"1435","doi:10.5065/D6VM49GD","doi:10.5065/D6VM49GD"
"1436","doi:10.5065/D6VQ30NK","doi:10.5065/D6VQ30NK"
"1437","doi:10.5065/D6VQ30SC","doi:10.5065/D6VQ30SC"
"1438","doi:10.5065/D6VQ30TT","doi:10.5065/D6VQ30TT"
"1439","doi:10.5065/D6VT1Q6Q","doi:10.5065/D6VT1Q6Q"
"1440","doi:10.5065/D6VT1Q75","doi:10.5065/D6VT1Q75"
"1441","doi:10.5065/D6VX0DNG","doi:10.5065/D6VX0DNG"
"1442","doi:10.5065/D6W0942Z","doi:10.5065/D6W0942Z"
"1443","doi:10.5065/D6W66HW6","doi:10.5065/D6W66HW6"
"1444","doi:10.5065/D6W9574P","doi:10.5065/D6W9574P"
"1445","doi:10.5065/D6W95754","doi:10.5065/D6W95754"
"1446","doi:10.5065/D6W9576K","doi:10.5065/D6W9576K"
"1447","doi:10.5065/D6W95771","doi:10.5065/D6W95771"
"1448","doi:10.5065/D6W9578G","doi:10.5065/D6W9578G"
"1449","doi:10.5065/D6W9579X","doi:10.5065/D6W9579X"
"1450","doi:10.5065/D6WM1BJW","doi:10.5065/D6WM1BJW"
"1451","doi:10.5065/D6WW7FQD","doi:10.5065/D6WW7FQD"
"1452","doi:10.5065/D6X0656B","doi:10.5065/D6X0656B"
"1453","doi:10.5065/D6X34VHX","doi:10.5065/D6X34VHX"
"1454","doi:10.5065/D6X34VKT","doi:10.5065/D6X34VKT"
"1455","doi:10.5065/D6X63K0J","doi:10.5065/D6X63K0J"
"1456","doi:10.5065/D6X63K3W","doi:10.5065/D6X63K3W"
"1457","doi:10.5065/D6X928BZ","doi:10.5065/D6X928BZ"
"1458","doi:10.5065/D6XG9P7Z","doi:10.5065/D6XG9P7Z"
"1459","doi:10.5065/D6XG9P8D","doi:10.5065/D6XG9P8D"
"1460","doi:10.5065/D6XK8CQ5","doi:10.5065/D6XK8CQ5"
"1461","doi:10.5065/D6XP72Z7","doi:10.5065/D6XP72Z7"
"1462","doi:10.5065/D6XP7320","doi:10.5065/D6XP7320"
"1463","doi:10.5065/D6XS5SD1","doi:10.18739/A2C24QP0F"
"1464","doi:10.5065/D6XS5SD1?","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"1465","doi:10.5065/D6XS5SHC","doi:10.5065/D6XS5SHC"
"1466","doi:10.5065/D6XS5SK8","doi:10.5065/D6XS5SK8"
"1467","doi:10.5065/D6XW4GSW","doi:10.5065/D6XW4GSW"
"1468","doi:10.5065/D6XW4GW7","doi:10.5065/D6XW4GW7"
"1469","doi:10.5065/D6Z0365G","doi:10.5065/D6Z0365G"
"1470","doi:10.5065/D6Z03698","doi:10.5065/D6Z03698"
"1471","doi:10.5065/D6Z036BQ","doi:10.5065/D6Z036BQ"
"1472","doi:10.5065/D6Z31WQ6","doi:10.5065/D6Z31WQ6"
"1473","doi:10.5065/D6Z31WTJ","doi:10.5065/D6Z31WTJ"
"1474","doi:10.5065/D6Z60M4X","doi:10.5065/D6Z60M4X"
"1475","doi:10.5065/D6Z899FB","doi:10.5065/D6Z899FB"
"1476","doi:10.5065/D6ZC8119","doi:10.5065/D6ZC8119"
"1477","doi:10.5065/D6ZC812R","doi:10.5065/D6ZC812R"
"1478","doi:10.5065/D6ZG6Q7J","doi:10.5065/D6ZG6Q7J"
"1479","doi:10.5065/D6ZG6QCB","doi:10.5065/D6ZG6QCB"
"1480","doi:10.5065/D6ZK5DQR","doi:10.18739/A2G44HQ1H"
"1481","doi:10.5065/D6ZP446C","doi:10.5065/D6ZP446C"
"1482","doi:10.5065/D6ZS2THZ","doi:10.5065/D6ZS2THZ"
"1483","doi:10.5065/D6ZS2TJD","doi:10.5065/D6ZS2TJD"
"1484","doi:10.5065/D6ZS2TNR","doi:10.5065/D6ZS2TNR"
"1485","doi:10.5065/D6ZW1J11","doi:10.5065/D6ZW1J11"
"1486","doi:10.5072/FK2VH5HZ02","doi:10.5065/D68S4N4H"
"1487","doi:10.5072/FK2W091V6R","doi:10.5065/D6513WD3"
"1488","doi:10.18739/A2034Q","doi:10.18739/A2DB7VQ8M"
"1489","doi:10.18739/A20620","doi:10.18739/A20620"
"1490","doi:10.18739/A20D1P","doi:10.18739/A2XD0QZ2W"
"1491","doi:10.18739/A20G81","doi:10.18739/A29W0902M"
"1492","doi:10.18739/A20K5X","doi:10.18739/A20K5X"
"1493","doi:10.18739/A20K9F","doi:10.18739/A20K9F"
"1494","doi:10.18739/A20P83","doi:10.18739/A22Z12Q40"
"1495","doi:10.18739/A20S50","doi:10.18739/A20S50"
"1496","doi:10.18739/A20W2W","doi:10.18739/A2TT4FS41"
"1497","doi:10.18739/A20W6D","doi:10.18739/A2KD1QM0Q"
"1498","doi:10.18739/A2105C","doi:10.18739/A2GT5FG67"
"1499","doi:10.18739/A21328","doi:10.18739/A21328"
"1500","doi:10.18739/A2133N","doi:10.18739/A2VM42Z01"
"1501","doi:10.18739/A21341","doi:10.18739/A21341"
"1502","doi:10.18739/A2163P","doi:10.18739/A2VX0638X"
"1503","doi:10.18739/A2192B","doi:10.18739/A2Q52FD3C"
"1504","doi:10.18739/A21G9Q","doi:10.18739/A2GM81P5J"
"1505","doi:10.18739/A21K9R","doi:10.18739/A2ZK55M93"
